part,severity,damage_type,coverage_percent,cost
front_door,moderate,tire flat,12.57,5571
back_bumper,moderate,dent,9.6,4802
back_light,moderate,glass shatter,19.41,6687
back_light,minor,scratch,11.43,599
front_bumper,minor,scratch,23.65,1461
back_glass,minor,lamp broken,4.36,9852
back_light,moderate,glass shatter,5.47,6529
back_light,minor,dent,20.44,1629
back_bumper,minor,dent,15.02,2410
back_light,severe,crack,1.82,4897
back_bumper,minor,crack,6.6,3400
back_door,moderate,tire flat,22.29,5231
hood,minor,crack,16.23,7099
back_glass,moderate,crack,22.38,11753
back_bumper,minor,crack,11.56,3323
front_door,moderate,tire flat,12.46,5238
front_glass,minor,lamp broken,24.45,13811
front_bumper,moderate,crack,9.56,5594
back_glass,minor,dent,16.98,5493
back_light,moderate,glass shatter,4.78,5692
front_door,moderate,scratch,16.1,3071
front_glass,minor,lamp broken,15.8,11919
back_glass,severe,lamp broken,6.12,26614
back_bumper,moderate,scratch,15.73,2062
hood,moderate,scratch,2.93,3421
back_light,minor,scratch,13.24,708
front_glass,moderate,crack,19.71,15723
back_bumper,minor,scratch,10.51,1148
hood,moderate,glass shatter,19.42,21469
front_light,severe,scratch,12.86,2087
front_bumper,moderate,lamp broken,13.77,8157
hood,minor,lamp broken,15.78,10099
back_bumper,minor,scratch,5.44,1025
front_light,minor,glass shatter,3.48,4151
front_glass,severe,scratch,11.6,7652
front_glass,moderate,scratch,7.17,4877
front_bumper,minor,dent,14.51,2826
front_bumper,minor,glass shatter,19.69,8154
back_light,minor,dent,13.33,1361
back_bumper,moderate,scratch,3.18,1972
front_light,minor,scratch,10.03,820
back_glass,moderate,crack,16.76,10926
back_glass,severe,scratch,5.91,6851
front_light,moderate,crack,15.36,3196
front_glass,moderate,dent,14.93,10329
back_bumper,minor,crack,11.34,3439
back_bumper,minor,tire flat,24.43,2340
front_glass,minor,crack,19.13,9649
hood,moderate,lamp broken,5.74,14280
front_door,minor,lamp broken,23.55,6815
front_glass,moderate,dent,15.79,10335
back_light,minor,glass shatter,10.96,4201
front_door,severe,tire flat,3.58,7706
front_light,moderate,scratch,11.04,1479
front_bumper,severe,crack,20.03,10519
back_light,minor,lamp broken,14.18,2305
front_door,minor,scratch,14.74,1944
front_glass,minor,glass shatter,24.7,19459
front_light,moderate,lamp broken,8.27,5072
back_door,minor,lamp broken,19.09,7045
front_light,minor,crack,7.34,1833
front_glass,minor,lamp broken,6.14,10593
back_glass,minor,tire flat,4.6,3455
front_glass,minor,crack,15.6,9151
front_bumper,minor,scratch,22.0,1315
hood,moderate,glass shatter,5.24,18329
back_door,minor,tire flat,1.77,2617
front_light,minor,dent,14.1,1635
front_bumper,moderate,glass shatter,10.16,10636
front_bumper,moderate,lamp broken,6.09,8249
front_light,minor,crack,18.63,2283
back_door,minor,glass shatter,5.26,10345
back_bumper,moderate,scratch,20.59,1988
front_door,moderate,crack,10.81,8366
back_door,moderate,tire flat,16.33,4393
front_bumper,minor,dent,15.45,2747
front_door,moderate,scratch,10.98,3232
front_glass,minor,dent,6.36,6513
back_bumper,minor,dent,9.13,2887
back_light,minor,lamp broken,24.8,3089
back_door,moderate,scratch,20.46,3258
back_door,minor,lamp broken,9.99,5873
back_door,minor,lamp broken,14.64,7055
back_light,moderate,glass shatter,18.38,5593
front_door,minor,crack,3.28,5277
back_light,minor,lamp broken,11.51,2615
front_light,minor,dent,13.87,1858
back_glass,moderate,lamp broken,17.97,17347
hood,severe,tire flat,21.34,12398
back_bumper,severe,glass shatter,17.85,19121
back_door,severe,scratch,6.28,4821
back_door,minor,scratch,9.47,1909
back_bumper,moderate,lamp broken,21.63,8956
back_bumper,minor,tire flat,24.81,2005
back_door,minor,glass shatter,13.53,9429
back_glass,minor,tire flat,13.98,4030
back_door,moderate,dent,22.51,7644
front_glass,minor,tire flat,1.79,4825
back_bumper,moderate,glass shatter,20.92,13295
front_glass,minor,crack,3.24,7348
hood,minor,glass shatter,16.44,13235
back_door,moderate,tire flat,21.72,5513
back_light,moderate,tire flat,15.61,1785
back_bumper,minor,scratch,15.01,1281
front_light,moderate,lamp broken,4.26,4945
back_glass,minor,scratch,7.83,2421
front_glass,moderate,lamp broken,13.12,21719
back_door,moderate,dent,17.89,6819
front_glass,minor,lamp broken,7.92,10649
back_glass,minor,dent,19.11,6031
front_glass,minor,dent,10.72,6569
back_door,moderate,tire flat,19.45,4772
front_glass,moderate,dent,17.84,12793
front_light,minor,dent,20.31,1865
back_light,minor,crack,8.82,1660
front_door,moderate,dent,1.28,6873
front_door,minor,lamp broken,20.86,8071
front_light,minor,crack,11.37,2191
hood,moderate,crack,1.97,9039
front_bumper,minor,dent,16.96,3155
front_bumper,minor,lamp broken,23.32,6319
front_light,minor,glass shatter,21.35,4959
hood,minor,crack,19.07,6522
front_door,minor,scratch,10.38,2009
front_bumper,minor,glass shatter,24.53,7748
front_light,moderate,crack,10.01,3588
back_bumper,severe,scratch,24.09,3214
front_light,minor,glass shatter,19.21,4519
hood,minor,glass shatter,19.43,12516
hood,minor,scratch,23.59,2606
front_glass,moderate,glass shatter,4.0,27895
back_glass,moderate,glass shatter,20.72,22127
back_glass,moderate,dent,20.72,9199
back_glass,minor,scratch,23.51,2357
front_bumper,severe,scratch,9.16,3287
front_glass,minor,dent,8.7,7648
front_bumper,minor,lamp broken,2.5,4538
front_door,minor,dent,4.6,4129
back_light,minor,crack,3.1,1835
hood,minor,crack,10.93,5791
back_light,moderate,crack,6.81,2610
back_door,moderate,dent,22.2,7515
front_bumper,moderate,crack,6.43,5181
front_bumper,moderate,tire flat,2.8,4041
hood,minor,glass shatter,7.37,14011
back_light,moderate,tire flat,12.17,2098
hood,moderate,scratch,8.29,3919
back_door,minor,dent,13.74,3557
back_light,moderate,glass shatter,14.58,6690
hood,minor,dent,16.68,5808
front_glass,moderate,scratch,4.9,4929
front_light,moderate,lamp broken,19.12,5314
back_light,minor,tire flat,13.09,1136
front_bumper,moderate,crack,11.01,6442
front_bumper,minor,lamp broken,13.8,4816
front_light,minor,tire flat,8.46,1450
back_glass,minor,tire flat,8.85,3553
front_light,moderate,lamp broken,19.17,5502
front_door,severe,dent,7.04,10326
hood,minor,tire flat,13.26,3888
back_bumper,minor,crack,12.35,3134
front_glass,minor,tire flat,4.08,5368
front_light,minor,crack,17.71,2220
back_door,moderate,tire flat,2.33,4703
back_light,moderate,dent,20.72,2719
front_glass,minor,lamp broken,5.55,11738
back_glass,minor,glass shatter,16.76,11984
front_bumper,moderate,tire flat,2.97,3967
front_bumper,minor,scratch,20.66,1171
front_glass,minor,dent,7.87,6214
front_glass,minor,crack,12.07,8073
back_light,minor,scratch,20.1,749
back_door,moderate,dent,9.7,5815
back_light,moderate,crack,23.39,2854
front_glass,minor,lamp broken,3.21,12933
back_light,minor,tire flat,8.07,1157
front_light,moderate,crack,14.03,3484
hood,minor,tire flat,2.65,3759
hood,moderate,dent,12.43,8133
back_glass,minor,dent,15.18,5384
front_bumper,minor,scratch,24.46,1273
back_glass,severe,glass shatter,15.0,31812
back_light,minor,scratch,5.02,583
front_door,moderate,crack,23.31,8697
front_bumper,minor,glass shatter,3.82,6846
hood,moderate,scratch,14.33,3544
front_light,moderate,tire flat,7.14,2213
back_light,minor,glass shatter,21.63,4490
front_door,minor,glass shatter,17.13,10642
back_glass,moderate,scratch,14.19,3571
back_glass,moderate,tire flat,4.05,6776
back_light,minor,lamp broken,24.0,2498
hood,moderate,crack,4.21,9149
back_light,minor,lamp broken,21.41,3060
front_door,moderate,tire flat,21.12,5693
back_bumper,minor,glass shatter,24.2,6193
front_bumper,minor,lamp broken,6.56,4632
front_bumper,severe,tire flat,5.93,5662
front_bumper,moderate,lamp broken,14.5,7839
hood,minor,tire flat,21.65,3995
back_door,severe,scratch,5.35,3796
front_glass,minor,tire flat,14.38,4897
back_bumper,moderate,crack,18.42,5122
front_glass,moderate,crack,13.7,12763
front_glass,minor,tire flat,9.39,5215
hood,moderate,tire flat,14.75,6116
back_door,minor,lamp broken,14.77,6293
back_door,moderate,scratch,10.84,3159
front_glass,moderate,crack,5.25,13545
front_glass,minor,lamp broken,12.71,12869
front_door,minor,lamp broken,6.01,7701
back_door,minor,glass shatter,15.29,10191
back_light,minor,lamp broken,14.15,2681
front_bumper,minor,scratch,12.79,1173
back_light,moderate,lamp broken,17.31,4463
front_glass,minor,dent,1.66,5933
back_door,moderate,scratch,9.02,2819
back_bumper,minor,crack,18.99,3264
front_bumper,moderate,glass shatter,19.2,12080
back_bumper,minor,dent,18.43,3092
back_door,moderate,glass shatter,22.78,15903
front_light,moderate,tire flat,8.48,2339
back_door,severe,crack,12.55,12633
back_bumper,minor,glass shatter,23.53,6900
back_light,minor,glass shatter,24.47,4085
front_glass,minor,dent,5.35,6241
back_glass,minor,glass shatter,17.19,12100
hood,moderate,glass shatter,11.53,19177
front_bumper,moderate,crack,12.26,6300
front_door,severe,crack,11.65,12237
front_light,minor,glass shatter,3.78,4136
back_door,moderate,glass shatter,5.93,17279
front_glass,moderate,dent,15.07,11989
front_glass,moderate,lamp broken,13.86,22014
hood,moderate,glass shatter,1.84,21838
front_door,moderate,tire flat,5.81,4961
front_glass,moderate,glass shatter,20.63,34380
front_bumper,severe,scratch,22.98,4202
front_glass,minor,crack,12.91,7844
back_light,minor,scratch,21.15,714
front_door,minor,lamp broken,21.93,7152
front_door,minor,lamp broken,18.79,7318
front_bumper,moderate,lamp broken,24.34,9901
front_door,moderate,crack,20.42,8075
front_light,moderate,crack,16.55,3912
back_glass,minor,crack,9.75,6309
back_glass,moderate,lamp broken,14.42,14849
hood,minor,lamp broken,22.08,9717
front_bumper,moderate,crack,6.69,6374
front_door,moderate,crack,23.6,9571
front_light,minor,lamp broken,6.51,2809
hood,severe,crack,14.93,15047
back_door,minor,scratch,10.11,1922
hood,moderate,dent,7.64,8849
front_light,minor,scratch,2.33,816
front_bumper,minor,dent,18.32,2935
back_glass,minor,tire flat,1.7,3472
back_glass,minor,glass shatter,6.53,13337
front_glass,minor,scratch,7.99,2990
front_bumper,minor,tire flat,17.6,2694
front_glass,moderate,glass shatter,6.94,32419
back_glass,minor,glass shatter,19.81,14548
front_bumper,minor,dent,4.52,2474
front_bumper,minor,dent,3.13,2560
front_light,minor,glass shatter,20.3,4163
front_door,minor,dent,24.44,4066
front_light,moderate,glass shatter,12.26,7583
back_light,minor,dent,7.33,1321
front_door,moderate,glass shatter,9.91,18448
front_light,moderate,lamp broken,21.52,4715
front_door,moderate,tire flat,16.39,4957
back_bumper,moderate,scratch,1.7,1817
hood,minor,glass shatter,19.15,11543
back_door,moderate,tire flat,17.79,5371
back_door,moderate,scratch,6.74,2944
back_door,moderate,scratch,4.06,2725
front_bumper,moderate,crack,15.12,6919
back_door,moderate,tire flat,5.97,5407
front_light,severe,glass shatter,11.7,11456
hood,minor,dent,2.59,4154
front_glass,minor,tire flat,22.27,6304
front_bumper,minor,dent,24.17,3142
hood,moderate,tire flat,11.59,6919
hood,moderate,scratch,6.47,3633
front_door,minor,glass shatter,23.31,10554
front_bumper,moderate,tire flat,21.83,4438
back_glass,minor,glass shatter,2.39,11097
back_door,moderate,glass shatter,20.66,15726
front_glass,minor,crack,23.76,8935
hood,moderate,crack,13.06,9563
front_bumper,moderate,crack,14.22,6348
front_door,moderate,tire flat,1.57,5821
back_bumper,moderate,glass shatter,9.92,9576
front_door,minor,scratch,16.0,1626
front_door,minor,scratch,22.89,1668
back_glass,severe,lamp broken,16.8,24991
back_light,minor,scratch,15.41,741
back_light,moderate,crack,10.59,2778
back_bumper,minor,scratch,15.33,1230
front_door,moderate,crack,21.2,9549
front_light,severe,scratch,1.62,1788
front_door,minor,scratch,24.43,1843
back_bumper,minor,crack,2.88,3507
back_glass,minor,tire flat,24.92,4830
hood,moderate,scratch,2.33,3572
back_door,minor,tire flat,6.7,3301
front_door,minor,crack,18.01,4760
hood,minor,crack,20.79,6564
back_light,moderate,lamp broken,23.59,4136
front_door,moderate,tire flat,6.68,5716
front_door,minor,dent,12.66,4573
back_light,moderate,lamp broken,11.48,4070
back_glass,minor,lamp broken,23.96,9978
back_glass,minor,crack,12.21,6338
hood,moderate,lamp broken,2.9,15888
back_bumper,minor,scratch,13.32,1212
front_door,minor,crack,13.04,4903
front_door,moderate,dent,19.29,7140
front_bumper,moderate,lamp broken,22.23,10076
back_bumper,moderate,lamp broken,16.71,7539
front_bumper,minor,dent,8.98,2858
front_glass,severe,lamp broken,9.32,31691
back_light,moderate,crack,13.2,2648
back_bumper,moderate,lamp broken,4.22,6806
front_light,minor,crack,19.42,2206
front_light,minor,glass shatter,14.79,4152
front_bumper,minor,tire flat,6.2,2195
front_bumper,moderate,tire flat,20.47,3953
front_light,minor,lamp broken,12.84,3350
front_door,moderate,crack,7.82,9038
front_glass,moderate,glass shatter,23.13,34906
back_door,minor,glass shatter,5.74,9680
front_glass,moderate,tire flat,3.82,8380
back_light,severe,crack,23.32,5468
front_glass,minor,glass shatter,18.62,16042
front_bumper,moderate,dent,22.87,5895
front_light,moderate,scratch,10.54,1186
back_door,moderate,crack,23.76,8703
back_light,minor,crack,22.75,1968
back_bumper,minor,dent,24.05,2670
back_light,minor,crack,15.94,1747
front_door,moderate,glass shatter,24.0,18161
hood,minor,tire flat,9.95,4388
front_light,severe,tire flat,19.34,3701
back_bumper,moderate,lamp broken,15.71,8601
front_bumper,moderate,tire flat,1.72,3548
back_bumper,minor,crack,12.37,3125
front_door,minor,tire flat,8.71,2845
front_light,minor,lamp broken,10.38,3014
back_bumper,moderate,lamp broken,6.82,6705
front_glass,minor,dent,23.94,8307
hood,minor,lamp broken,17.3,10407
back_bumper,minor,crack,19.3,3058
back_door,minor,dent,21.19,3617
back_glass,minor,glass shatter,1.79,13689
back_light,minor,tire flat,14.7,1074
back_bumper,severe,scratch,16.98,3583
hood,moderate,lamp broken,13.45,16881
back_door,minor,lamp broken,6.07,6231
front_light,minor,lamp broken,19.14,3508
front_glass,minor,glass shatter,22.17,21048
back_glass,minor,tire flat,6.58,4036
back_door,minor,scratch,18.83,1709
front_bumper,minor,glass shatter,18.47,7566
front_bumper,minor,dent,16.56,2742
back_glass,moderate,glass shatter,11.42,20829
front_door,minor,lamp broken,17.63,7475
front_bumper,moderate,crack,5.05,5618
front_light,minor,tire flat,23.37,1346
back_light,moderate,lamp broken,9.04,3794
front_door,moderate,crack,10.68,8728
back_light,minor,lamp broken,23.6,2865
back_bumper,severe,lamp broken,20.32,12188
front_glass,minor,glass shatter,24.9,19288
back_door,severe,tire flat,5.37,6890
back_glass,moderate,scratch,16.6,4571
back_glass,minor,crack,12.78,5913
back_bumper,minor,scratch,6.53,1217
front_bumper,severe,dent,17.21,7032
hood,minor,glass shatter,8.22,13982
hood,minor,crack,6.87,6722
front_door,moderate,crack,17.48,9662
front_door,moderate,tire flat,16.9,5715
front_door,minor,glass shatter,14.48,9122
front_door,minor,crack,18.63,5833
front_light,minor,tire flat,16.34,1583
front_bumper,severe,scratch,22.97,3316
back_bumper,minor,crack,7.13,3107
back_light,moderate,crack,5.26,2535
back_glass,severe,dent,13.24,13996
front_light,minor,tire flat,9.85,1183
front_door,moderate,dent,3.22,7498
front_door,severe,tire flat,1.52,7758
front_door,minor,tire flat,6.37,3469
hood,minor,crack,3.1,5463
back_light,moderate,scratch,18.03,1123
front_light,minor,glass shatter,24.88,4356
front_light,moderate,tire flat,18.2,2551
back_glass,minor,scratch,3.3,2197
hood,severe,lamp broken,18.68,24442
back_bumper,minor,crack,15.48,3323
front_door,severe,glass shatter,16.7,31540
front_bumper,moderate,lamp broken,10.75,8981
back_bumper,moderate,crack,12.35,5733
front_door,moderate,lamp broken,3.3,10404
front_bumper,minor,scratch,24.52,1517
back_bumper,severe,crack,1.15,8166
front_door,minor,dent,11.27,3526
back_glass,minor,scratch,14.19,2351
front_door,moderate,scratch,3.65,3362
back_light,minor,scratch,6.9,659
front_light,minor,crack,3.09,2018
front_glass,minor,crack,2.04,7572
front_glass,severe,dent,24.23,19023
back_bumper,moderate,glass shatter,7.01,10474
front_door,minor,scratch,23.56,2156
back_light,moderate,glass shatter,12.35,5477
front_light,minor,tire flat,1.19,1453
front_door,moderate,tire flat,23.02,6321
hood,minor,glass shatter,14.9,12298
back_door,severe,dent,3.0,9849
front_glass,moderate,glass shatter,15.37,33378
back_light,moderate,crack,5.5,3167
back_light,moderate,dent,9.89,2453
front_door,moderate,dent,11.05,6793
back_bumper,moderate,glass shatter,5.52,12105
hood,minor,scratch,7.51,2114
front_bumper,moderate,glass shatter,19.82,13504
front_door,minor,tire flat,1.59,3248
front_bumper,moderate,dent,16.66,4384
front_bumper,minor,lamp broken,19.7,4795
back_light,minor,scratch,19.59,722
back_light,minor,glass shatter,6.71,3475
front_door,minor,tire flat,12.17,3559
back_bumper,moderate,lamp broken,22.59,7338
front_bumper,minor,scratch,11.78,1362
back_glass,moderate,dent,1.26,9536
front_bumper,minor,glass shatter,20.65,7477
back_glass,moderate,lamp broken,21.03,15073
back_light,moderate,tire flat,18.88,1738
hood,minor,crack,3.6,5674
front_light,minor,crack,15.5,2193
back_light,moderate,tire flat,6.74,2006
back_door,moderate,dent,18.31,7328
back_door,moderate,glass shatter,14.16,15275
back_door,moderate,glass shatter,24.88,16687
front_light,minor,dent,18.12,1691
front_bumper,minor,dent,17.9,3295
front_bumper,moderate,crack,24.5,6051
back_light,minor,crack,16.93,2032
front_glass,minor,crack,7.26,7665
back_bumper,minor,glass shatter,16.55,6775
back_glass,minor,glass shatter,16.88,12498
back_bumper,severe,scratch,20.92,3427
back_door,moderate,dent,13.3,7109
back_door,severe,dent,22.27,11612
front_glass,moderate,dent,2.63,10542
back_bumper,minor,lamp broken,12.22,4101
back_light,minor,scratch,10.75,588
back_bumper,severe,crack,20.25,9420
hood,minor,glass shatter,12.78,12838
back_bumper,minor,dent,15.13,2405
front_glass,minor,lamp broken,24.01,11761
front_door,moderate,glass shatter,19.55,18733
front_glass,minor,crack,24.14,9008
front_door,minor,lamp broken,17.69,7671
